source_id,source_name,countries,topics,years,original_status,retrieval_status,http_status,bytes,content_type,snapshot_path,snapshot_sha256,retrieved_at,tls_verification,error,source_url
S0011,"World Bank API, country-filtered",Denmark,population (WDI),2010–2022,downloaded,retrieved,200,2627,application/json;charset=utf-8,sources/S0011_api-worldbank-org_sp-pop-totl_bb5279adcc5b.json,86b4fa4362bc257656f8751d334dcec84878a8335653d81028d712cccb91e50e,2026-08-17,unverified_local_proxy,,https://api.worldbank.org/v2/country/DNK/indicator/SP.POP.TOTL?format=json&date=2010:2022&per_page=100
S0012,"World Bank API, country-filtered",Spain,population (WDI),2010–2022,downloaded,retrieved,200,2614,application/json;charset=utf-8,sources/S0012_api-worldbank-org_sp-pop-totl_b8e96a16b894.json,0bfe3419498d9acafb4740d89f6593738ad768f4fbd46d25f88639c4ca3f0de6,2026-08-17,unverified_local_proxy,,https://api.worldbank.org/v2/country/ESP/indicator/SP.POP.TOTL?format=json&date=2010:2022&per_page=100
S0013,"World Bank API, country-filtered",Finland,population (WDI),2010–2022,downloaded,retrieved,200,2627,application/json;charset=utf-8,sources/S0013_api-worldbank-org_sp-pop-totl_526500b13545.json,6e444db2473d707a08f26de691d4553b3b8ace72e131db141aa6c9f217cc2e44,2026-08-17,unverified_local_proxy,,https://api.worldbank.org/v2/country/FIN/indicator/SP.POP.TOTL?format=json&date=2010:2022&per_page=100
S0014,"World Bank API, country-filtered",France,population (WDI),2010–2022,downloaded,retrieved,200,2627,application/json;charset=utf-8,sources/S0014_api-worldbank-org_sp-pop-totl_7d5e4beae4de.json,ebe6408c251aa57d0864b6881264d0a669fff772da0621b79772702fc7520580,2026-08-17,unverified_local_proxy,,https://api.worldbank.org/v2/country/FRA/indicator/SP.POP.TOTL?format=json&date=2010:2022&per_page=100
S0015,"World Bank API, country-filtered",United Kingdom,population (WDI),2010–2022,downloaded,retrieved,200,2731,application/json;charset=utf-8,sources/S0015_api-worldbank-org_sp-pop-totl_b5906a0c9e54.json,8d117d269a86948def90247294ee5351475424400a5bbf68c08b77763904e5f2,2026-08-17,unverified_local_proxy,,https://api.worldbank.org/v2/country/GBR/indicator/SP.POP.TOTL?format=json&date=2010:2022&per_page=100
S0016,"World Bank API, country-filtered",Croatia,population (WDI),2010–2022,downloaded,retrieved,200,2627,application/json;charset=utf-8,sources/S0016_api-worldbank-org_sp-pop-totl_2e769aa964ae.json,c9e2aaf95b7f896d818058d2c143fa458e3fe6d4132abedbe4a95431d0367161,2026-08-17,unverified_local_proxy,,https://api.worldbank.org/v2/country/HRV/indicator/SP.POP.TOTL?format=json&date=2010:2022&per_page=100
S0017,"World Bank API, country-filtered",Hungary,population (WDI),2010–2022,downloaded,retrieved,200,2628,application/json;charset=utf-8,sources/S0017_api-worldbank-org_sp-pop-totl_68e2eb990da4.json,b2f04c578458684aa8ad82ebf1987dde31ddfae463638a5c52907321b845c9c9,2026-08-17,unverified_local_proxy,,https://api.worldbank.org/v2/country/HUN/indicator/SP.POP.TOTL?format=json&date=2010:2022&per_page=100
S0018,"World Bank API, country-filtered",India,population (WDI),2010–2022,downloaded,retrieved,200,2640,application/json;charset=utf-8,sources/S0018_api-worldbank-org_sp-pop-totl_5b31ea13d423.json,3929a72b2147937a3000cdddbfcec61338b91583651f53b059f53932e333fd08,2026-08-17,unverified_local_proxy,,https://api.worldbank.org/v2/country/IND/indicator/SP.POP.TOTL?format=json&date=2010:2022&per_page=100
S0019,"World Bank API, country-filtered",Iceland,population (WDI),2010–2022,downloaded,retrieved,200,2614,application/json;charset=utf-8,sources/S0019_api-worldbank-org_sp-pop-totl_61c0abe4a84b.json,993a7db7c54ddf23454d6e680acb7b6f4642d00c8c86e1d11b243a6090011a63,2026-08-17,unverified_local_proxy,,https://api.worldbank.org/v2/country/ISL/indicator/SP.POP.TOTL?format=json&date=2010:2022&per_page=100
S0020,"World Bank API, country-filtered",Israel,population (WDI),2010–2022,downloaded,retrieved,200,2614,application/json;charset=utf-8,sources/S0020_api-worldbank-org_sp-pop-totl_5f569f6fe4df.json,dfe7a6a7d9db3826252844a96925ba57aaa19613d929633b1e7c0895fa489113,2026-08-17,unverified_local_proxy,,https://api.worldbank.org/v2/country/ISR/indicator/SP.POP.TOTL?format=json&date=2010:2022&per_page=100
S0021,"World Bank API, country-filtered",Italy,population (WDI),2010–2022,downloaded,retrieved,200,2614,application/json;charset=utf-8,sources/S0021_api-worldbank-org_sp-pop-totl_e37fd9d3630a.json,407b40df3dd64510369d89595ef3ca13b5a46c2237d80fddc43a427a4b5d43f1,2026-08-17,unverified_local_proxy,,https://api.worldbank.org/v2/country/ITA/indicator/SP.POP.TOTL?format=json&date=2010:2022&per_page=100
S0022,"World Bank API, country-filtered",Japan,population (WDI),2010–2022,downloaded,retrieved,200,2627,application/json;charset=utf-8,sources/S0022_api-worldbank-org_sp-pop-totl_cf47a397a471.json,1c2ab14f812026e50f55204b16515409d290052bb0a74cb5e05889c557eb0e04,2026-08-17,unverified_local_proxy,,https://api.worldbank.org/v2/country/JPN/indicator/SP.POP.TOTL?format=json&date=2010:2022&per_page=100
S0023,UN DESA International Migrant Stock (retrieved via World Bank indicator SM.POP.TOTL),Korea (South),foreign_born,2010;2015;2020,downloaded,retrieved,200,2868,application/json;charset=utf-8,sources/S0023_api-worldbank-org_sm-pop-totl_39715bf229d7.json,cffc879a8cac11ca792d95c0aee8eefc0ca4b56d909e819572119b8be797880f,2026-08-17,unverified_local_proxy,,https://api.worldbank.org/v2/country/KOR/indicator/SM.POP.TOTL?format=json&date=2010:2022
S0024,"World Bank API, country-filtered",Korea (South),population (WDI),2010–2022,downloaded,retrieved,200,2692,application/json;charset=utf-8,sources/S0024_api-worldbank-org_sp-pop-totl_b4b7359df72e.json,402c3708e2bd6186f03c0c6b3978956daf6f6f1ec056462aa95d08c2f7954ccd,2026-08-17,unverified_local_proxy,,https://api.worldbank.org/v2/country/KOR/indicator/SP.POP.TOTL?format=json&date=2010:2022&per_page=100
S0025,"World Bank API, country-filtered",Lithuania,population (WDI),2010–2022,downloaded,retrieved,200,2653,application/json;charset=utf-8,sources/S0025_api-worldbank-org_sp-pop-totl_fd6889ec98ec.json,36ecfcd922d46516f1d7992c12f37bf3cbdf410fe31b7e0b57b51faafd7150e5,2026-08-17,unverified_local_proxy,,https://api.worldbank.org/v2/country/LTU/indicator/SP.POP.TOTL?format=json&date=2010:2022&per_page=100
S0026,"World Bank API, country-filtered",Mexico,population (WDI),2010–2022,downloaded,retrieved,200,2640,application/json;charset=utf-8,sources/S0026_api-worldbank-org_sp-pop-totl_e81c0cc62e3d.json,bfa29360b36967ade99e69f025098f0fbe50fd991ae4783bdd25a1ab44d3e6f1,2026-08-17,unverified_local_proxy,,https://api.worldbank.org/v2/country/MEX/indicator/SP.POP.TOTL?format=json&date=2010:2022&per_page=100
S0027,"World Bank API, country-filtered",Netherlands,population (WDI),2010–2022,downloaded,retrieved,200,2692,application/json;charset=utf-8,sources/S0027_api-worldbank-org_sp-pop-totl_b54d63bb6adb.json,011feba28b6328d706ce234a905d80760a8d49c910587542d67b6c7369322af3,2026-08-17,unverified_local_proxy,,https://api.worldbank.org/v2/country/NLD/indicator/SP.POP.TOTL?format=json&date=2010:2022&per_page=100
S0028,"World Bank API, country-filtered",Norway,population (WDI),2010–2022,downloaded,retrieved,200,2614,application/json;charset=utf-8,sources/S0028_api-worldbank-org_sp-pop-totl_a10d0e5f80d7.json,86e3b3cb02b703acf35c1f154281fc93ba8de9bf7a7033b2a17b2a41c7d27793,2026-08-17,unverified_local_proxy,,https://api.worldbank.org/v2/country/NOR/indicator/SP.POP.TOTL?format=json&date=2010:2022&per_page=100
S0029,UN DESA International Migrant Stock (retrieved via World Bank indicator SM.POP.TOTL),New Zealand,foreign_born,2010;2015;2020,downloaded,retrieved,200,2868,application/json;charset=utf-8,sources/S0029_api-worldbank-org_sm-pop-totl_a9a6ec1ae110.json,ed2eb1caa8ce92bed70198f780d685ce1e1f5f6ef56ca71c811dbb10089809e4,2026-08-17,unverified_local_proxy,,https://api.worldbank.org/v2/country/NZL/indicator/SM.POP.TOTL?format=json&date=2010:2022
S0030,"World Bank API, country-filtered",New Zealand,population (WDI),2010–2022,downloaded,retrieved,200,2679,application/json;charset=utf-8,sources/S0030_api-worldbank-org_sp-pop-totl_05f9226c82d6.json,a65bca730b6151ead24bee135e6f5b15490fab0d1c2661213356a82a764991dc,2026-08-17,unverified_local_proxy,,https://api.worldbank.org/v2/country/NZL/indicator/SP.POP.TOTL?format=json&date=2010:2022&per_page=100
S0031,"World Bank API, country-filtered",Philippines,population (WDI),2010–2022,downloaded,retrieved,200,2703,application/json;charset=utf-8,sources/S0031_api-worldbank-org_sp-pop-totl_0c342094547d.json,b593a0a8c0d467ceab00d96d4fc738e52eb614daa127ce0d0e88bc695c3e189c,2026-08-17,unverified_local_proxy,,https://api.worldbank.org/v2/country/PHL/indicator/SP.POP.TOTL?format=json&date=2010:2022&per_page=100
S0032,"World Bank API, country-filtered",Poland,population (WDI),2010–2022,downloaded,retrieved,200,2627,application/json;charset=utf-8,sources/S0032_api-worldbank-org_sp-pop-totl_03c001664bab.json,aac4e1d432f32d015f484096a4721867adc4432d2667585cb572a18ce53abbc5,2026-08-17,unverified_local_proxy,,https://api.worldbank.org/v2/country/POL/indicator/SP.POP.TOTL?format=json&date=2010:2022&per_page=100
S0033,"World Bank API, country-filtered",Portugal,population (WDI),2010–2022,downloaded,retrieved,200,2653,application/json;charset=utf-8,sources/S0033_api-worldbank-org_sp-pop-totl_4fd702067a6a.json,5f6d65b9347de4c6cab8b6fa25d4f9100e14e73cd77289c157736c9a709f1b39,2026-08-17,unverified_local_proxy,,https://api.worldbank.org/v2/country/PRT/indicator/SP.POP.TOTL?format=json&date=2010:2022&per_page=100
S0034,"World Bank API, country-filtered",Russia,population (WDI),2010–2022,downloaded,retrieved,200,2796,application/json;charset=utf-8,sources/S0034_api-worldbank-org_sp-pop-totl_060923973d11.json,9ffb2124133c1c7d141b427353b9a304351de77ed16102d6733d5c66f6115572,2026-08-17,unverified_local_proxy,,https://api.worldbank.org/v2/country/RUS/indicator/SP.POP.TOTL?format=json&date=2010:2022&per_page=100
S0035,"World Bank API, country-filtered",Suriname,population (WDI),2010–2022,downloaded,retrieved,200,2627,application/json;charset=utf-8,sources/S0035_api-worldbank-org_sp-pop-totl_eccef6422f94.json,afcd6ac7df2db1b60421b7af8f1684e79bf974145a004e8530d91e4ca504fe20,2026-08-17,unverified_local_proxy,,https://api.worldbank.org/v2/country/SUR/indicator/SP.POP.TOTL?format=json&date=2010:2022&per_page=100
S0036,"World Bank API, country-filtered",Slovak Republic,population (WDI),2010–2022,downloaded,retrieved,200,2731,application/json;charset=utf-8,sources/S0036_api-worldbank-org_sp-pop-totl_41879995c362.json,5dd5ce24f008b0eb3bb3124078c9a356f6ae79f5052b90adda0ff7597872504b,2026-08-17,unverified_local_proxy,,https://api.worldbank.org/v2/country/SVK/indicator/SP.POP.TOTL?format=json&date=2010:2022&per_page=100
S0037,"World Bank API, country-filtered",Slovenia,population (WDI),2010–2022,downloaded,retrieved,200,2640,application/json;charset=utf-8,sources/S0037_api-worldbank-org_sp-pop-totl_d3cae00bf51f.json,755234a51f93b294851bc6452e72c55e69e1ae268d55cf5d2c9af77275039ed1,2026-08-17,unverified_local_proxy,,https://api.worldbank.org/v2/country/SVN/indicator/SP.POP.TOTL?format=json&date=2010:2022&per_page=100
S0038,"World Bank API, country-filtered",Sweden,population (WDI),2010–2022,downloaded,retrieved,200,2620,application/json;charset=utf-8,sources/S0038_api-worldbank-org_sp-pop-totl_ef0a4a6a3ada.json,7952f6c3b384fddf06799ad81b2038ca05e4aafb4f11a90f19e89bbb06f8ec97,2026-08-17,unverified_local_proxy,,https://api.worldbank.org/v2/country/SWE/indicator/SP.POP.TOTL?format=json&date=2010:2022&per_page=100
S0039,"World Bank API, country-filtered",Thailand,population (WDI),2010–2022,downloaded,retrieved,200,2653,application/json;charset=utf-8,sources/S0039_api-worldbank-org_sp-pop-totl_7b0b39d2a14e.json,c3ddd00b9263201a3dd888456845bc0cd52c4cc06da137599d3f60fea642dc9a,2026-08-17,unverified_local_proxy,,https://api.worldbank.org/v2/country/THA/indicator/SP.POP.TOTL?format=json&date=2010:2022&per_page=100
S0040,"World Bank API, country-filtered",Turkey,population (WDI),2010–2022,downloaded,retrieved,200,2640,application/json;charset=utf-8,sources/S0040_api-worldbank-org_sp-pop-totl_cfa0f87ace5a.json,9e3be3592174f6c4c421f3e864e82d03cad73b7592e7350c2c56d9d1c4115925,2026-08-17,unverified_local_proxy,,https://api.worldbank.org/v2/country/TUR/indicator/SP.POP.TOTL?format=json&date=2010:2022&per_page=100
S0041,"World Bank API, country-filtered",Taiwan,population (WDI),2010–2022,not_applicable,retrieved,200,85,application/json;charset=utf-8,sources/S0041_api-worldbank-org_sp-pop-totl_54128bc83118.json,244e629ceec4b53324246967388d17b706efe2207744b8148d60ea52dbccd264,2026-08-17,unverified_local_proxy,,https://api.worldbank.org/v2/country/TWN/indicator/SP.POP.TOTL?format=json&date=2010:2022&per_page=100
S0042,"World Bank API, country-filtered",United States,population (WDI),2010–2022,downloaded,retrieved,200,2731,application/json;charset=utf-8,sources/S0042_api-worldbank-org_sp-pop-totl_78ca2e72e599.json,9d14030b25216d18446505b3541d5e51d3b6c59b4ac18de5e311372340a2ff15,2026-08-17,unverified_local_proxy,,https://api.worldbank.org/v2/country/USA/indicator/SP.POP.TOTL?format=json&date=2010:2022&per_page=100
S0043,"World Bank API, country-filtered",South Africa,population (WDI),2010–2022,downloaded,retrieved,200,2705,application/json;charset=utf-8,sources/S0043_api-worldbank-org_sp-pop-totl_c1cae4ab42d4.json,2c9e87fa12a12bd5989ab8b79ae1ba9972730e79d7628a9ad7fa36dc596da1d4,2026-08-17,unverified_local_proxy,,https://api.worldbank.org/v2/country/ZAF/indicator/SP.POP.TOTL?format=json&date=2010:2022&per_page=100
S0044,"World Bank, World Development Indicators (SP.POP.TOTL), sourced from UN World Population Prospects and national statistical offices",Australia; Austria; Belgium; Bulgaria; Chile; China; Croatia; Czech Republic; Denmark; Finland; France; Germany; Hungary; Iceland; India; Israel; Italy; Japan; Korea (South); Lithuania; Mexico; Netherlands; New Zealand; Norway; Philippines; Poland; Portugal; Russia; Slovak Republic; Slovenia; South Africa; Spain; Suriname; Sweden; Switzerland; Thailand; Turkey; United Kingdom; United States,population,2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022,downloaded,retrieved,200,17637,text/xml,sources/S0044_api-worldbank-org_sp-pop-totl_d16897e92b17.xml,46dedcf07a460b0f443550001ad0770aa5100a1dd7c8e25964d386f066556859,2026-08-17,unverified_local_proxy,,https://api.worldbank.org/v2/country/all/indicator/SP.POP.TOTL
S0045,Statistics South Africa - Census 2011 (as tabulated in the Census 2022 Statistical Release P0301.4) | Statistics South Africa - Census 2022 Statistical Release P0301.4,South Africa,foreign_born,2011;2022,downloaded,retrieved,200,3587195,application/pdf,sources/S0045_census-statssa-gov-za_p03014-census-2022-statistical-release-pdf_5cc8ceada215.pdf,a56ed6a19e880256f655fa14eb68ef8c211a111e35e2338b99e6cc1e1ada85fc,2026-08-17,unverified_local_proxy,,https://census.statssa.gov.za/assets/documents/2022/P03014_Census_2022_Statistical_Release.pdf
S0046,"Center for Migration Studies of New York (Robert Warren), US Undocumented Population Increased to 11.7 Million in July 2023",United States,irregular_stock,2020,downloaded,retrieved,200,65853,text/html; charset=UTF-8,sources/S0046_cmsny-org_us-undocumented-population-increased-in-july-2023-warren-090_1d8a1c19c50f.html,eb052315ae545b62128c73a89b2b4f1ed0c1b0b5d218449a2867654663758c3c,2026-08-17,unverified_local_proxy,,https://cmsny.org/us-undocumented-population-increased-in-july-2023-warren-090624/
S0047,Presidency of Migration Management / Goc Idaresi Baskanligi (GIB) data tabulated in Turkiye'nin Duzensiz Gocle Mucadele Stratejisine Iliskin Bir Degerlendirme (DergiPark),Turkey,irregular_proxy_detections,2021,downloaded,retrieved,200,1176954,application/pdf,sources/S0047_dergipark-org-tr_3843070_c32f075af39d.pdf,6997ceca1f36c1f5b2ed80cd8765d75e7b644990b54d2b2db8e2933bb9dabc6a,2026-08-17,unverified_local_proxy,,https://dergipark.org.tr/tr/download/article-file/3843070
S0048,Eurostat [migr_pop1ctz],Austria,foreign_nationals,2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022,downloaded,retrieved,200,3211,application/json,sources/S0048_ec-europa-eu_migr-pop1ctz_0c2498dc159b.json,24578757c313f2d43b650b920dabf2c95ce9bc7aae2d71b0f6bdc23380d432e5,2026-08-17,unverified_local_proxy,,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_pop1ctz?format=JSON&lang=EN&geo=AT&age=TOTAL&sex=T&unit=NR&citizen=FOR_STLS&sinceTimePeriod=2010&untilTimePeriod=2022
S0049,Eurostat [migr_pop1ctz],Belgium,foreign_nationals,2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022,downloaded,retrieved,200,3308,application/json,sources/S0049_ec-europa-eu_migr-pop1ctz_b7fe12ab1d15.json,d18211d83364d4333417bc783fafca4a95d59387532b6ba6b34169bc1c367101,2026-08-17,unverified_local_proxy,,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_pop1ctz?format=JSON&lang=EN&geo=BE&age=TOTAL&sex=T&unit=NR&citizen=FOR_STLS&sinceTimePeriod=2010&untilTimePeriod=2022
S0050,Eurostat [migr_pop1ctz],Bulgaria,foreign_nationals,2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022,downloaded,retrieved,200,3192,application/json,sources/S0050_ec-europa-eu_migr-pop1ctz_61b3280eb66a.json,21f6f666ed2a23614d9145078ef0cdbfe33659671b1c1f3f778ee276dd818126,2026-08-17,unverified_local_proxy,,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_pop1ctz?format=JSON&lang=EN&geo=BG&age=TOTAL&sex=T&unit=NR&citizen=FOR_STLS&sinceTimePeriod=2010&untilTimePeriod=2022
S0051,Eurostat [migr_pop1ctz],Switzerland,foreign_nationals,2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022,downloaded,retrieved,200,3286,application/json,sources/S0051_ec-europa-eu_migr-pop1ctz_8aaf0f60c0de.json,1d09beb0d55f0e4a94e7626a8478c36db5db8b53f2fc6b7d5af3d6ee34b3321e,2026-08-17,unverified_local_proxy,,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_pop1ctz?format=JSON&lang=EN&geo=CH&age=TOTAL&sex=T&unit=NR&citizen=FOR_STLS&sinceTimePeriod=2010&untilTimePeriod=2022
S0052,Eurostat [migr_pop1ctz],Czech Republic,foreign_nationals,2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022,downloaded,retrieved,200,3270,application/json,sources/S0052_ec-europa-eu_migr-pop1ctz_2c4c1c039975.json,593ac9ada0fade2851ffc235886d748826abd4c07be47ff8044278dcd0388e14,2026-08-17,unverified_local_proxy,,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_pop1ctz?format=JSON&lang=EN&geo=CZ&age=TOTAL&sex=T&unit=NR&citizen=FOR_STLS&sinceTimePeriod=2010&untilTimePeriod=2022
S0053,Eurostat [migr_pop1ctz],Germany,foreign_nationals,2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022,downloaded,retrieved,200,3219,application/json,sources/S0053_ec-europa-eu_migr-pop1ctz_c713334bc686.json,f125448fe2e3a53d04b7fae4e75ab91453f45415364024ab9ca5d63d92e00844,2026-08-17,unverified_local_proxy,,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_pop1ctz?format=JSON&lang=EN&geo=DE&age=TOTAL&sex=T&unit=NR&citizen=FOR_STLS&sinceTimePeriod=2010&untilTimePeriod=2022
S0054,Eurostat [migr_pop1ctz],Denmark,foreign_nationals,2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022,downloaded,retrieved,200,3202,application/json,sources/S0054_ec-europa-eu_migr-pop1ctz_f7ad57fccd34.json,17b1de9e4746cc51eb3df3b5c23b862747a29bd3783137eea7eb9e55e847d95a,2026-08-17,unverified_local_proxy,,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_pop1ctz?format=JSON&lang=EN&geo=DK&age=TOTAL&sex=T&unit=NR&citizen=FOR_STLS&sinceTimePeriod=2010&untilTimePeriod=2022
S0055,Eurostat [migr_pop1ctz],Spain,foreign_nationals,2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022,downloaded,retrieved,200,3213,application/json,sources/S0055_ec-europa-eu_migr-pop1ctz_a8466a9f62f9.json,610a873394494eead7621bc732f4db6339e73056da87fe2507b62d631f6832ad,2026-08-17,unverified_local_proxy,,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_pop1ctz?format=JSON&lang=EN&geo=ES&age=TOTAL&sex=T&unit=NR&citizen=FOR_STLS&sinceTimePeriod=2010&untilTimePeriod=2022
S0056,Eurostat [migr_pop1ctz],Finland,foreign_nationals,2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022,downloaded,retrieved,200,3202,application/json,sources/S0056_ec-europa-eu_migr-pop1ctz_d9a131949c7c.json,4c54491069091876c326c932d1381479f445d9d2f9ecbbaa0896e6b8d967963f,2026-08-17,unverified_local_proxy,,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_pop1ctz?format=JSON&lang=EN&geo=FI&age=TOTAL&sex=T&unit=NR&citizen=FOR_STLS&sinceTimePeriod=2010&untilTimePeriod=2022
S0057,Eurostat [migr_pop1ctz],France,foreign_nationals,2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022,downloaded,retrieved,200,3289,application/json,sources/S0057_ec-europa-eu_migr-pop1ctz_32c46b41d9a5.json,8ab2e1fd6de4673a096c8a278f7a8f64aba400570afeb086ad79964144a1318d,2026-08-17,unverified_local_proxy,,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_pop1ctz?format=JSON&lang=EN&geo=FR&age=TOTAL&sex=T&unit=NR&citizen=FOR_STLS&sinceTimePeriod=2010&untilTimePeriod=2022
S0058,Eurostat [migr_pop1ctz],Croatia,foreign_nationals,2013;2014;2015;2016;2017;2018;2019;2020;2021;2022,downloaded,retrieved,200,3232,application/json,sources/S0058_ec-europa-eu_migr-pop1ctz_7a5ed4c2cfa6.json,e936b6366d0698288c13927a29b1491fcdceea218a4cd29d02deb0beabbcdbe5,2026-08-17,unverified_local_proxy,,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_pop1ctz?format=JSON&lang=EN&geo=HR&age=TOTAL&sex=T&unit=NR&citizen=FOR_STLS&sinceTimePeriod=2010&untilTimePeriod=2022
